"group_id","artifact_id","desc","tags"
"org.mobicents.servlet.sip","sip-servlets-impl","Sip Servlets Implementation","servlet"
"org.boofcv","ip","BoofCV is an open source Java library for real-time computer vision and robotics applications.","computer-vision=ai"
"org.boofcv","io","BoofCV is an open source Java library for real-time computer vision and robotics applications.","io"
"org.boofcv","visualize","BoofCV is an open source Java library for real-time computer vision and robotics applications.",""
"org.apache.xbean","xbean-asm5-shaded","Repackaged and shaded asm 5.x jars","apache=bytecode"
"org.jasig.cas","cas-server-core","cas-server-core","server"
"com.fifesoft","rsyntaxtextarea","RSyntaxTextArea is the syntax highlighting text editor for Swing applications. Features include syntax highlighting for 40+ languages, code folding, code completion, regex find and replace, macros, code templates, undo/redo, line numbering and bracket matching.",""
"org.eclipse.osgi","org.eclipse.osgi","%systemBundle","eclipse=osgi"
"org.glassfish.jersey.containers","jersey-container-jetty-http","Jetty Http Container","server=container=webserver=webservice=jetty=http"
"org.jodd","jodd-core","Jodd Core tools and huge number of utilities.",""
"org.opensaml","opensaml-security-api","Security API","security=api"
"org.opensaml","opensaml-xmlsec-impl","XML Security Implementation","security"
"org.scalaj","scalaj-http_2.10","scalaj-http","http=client"
"org.apache.tomcat","jasper-el","Jasper Expression Language Impl","apache=webserver=server=tomcat"
"javax.servlet.jsp.jstl","javax.servlet.jsp.jstl-api","JavaServer Pages(TM) Standard Tag Library API","standard=servlet=javax=jsp=api=taglib=specs"
"com.github.fommil.netlib","core","Core","github"
"com.nhaarman","mockito-kotlin","Using Mockito with Kotlin.","kotlin=mock=mocking=testing"
"com.google.gdata","core","The Google Data Java client library is written by Google.It supports the latest major version of the following Google Data API's.","google"
"org.http4s","http4s-core_2.11","Core http4s library for servers and clients","http=client"
"org.apache.directory.server","apacheds-kerberos-codec","The Kerberos protocol encoder/decoder module","server=apache=codec=directory"
"org.apache.directory.api","api-asn1-api","ASN.1 API","apache=api=directory"
"org.apache.directory.api","api-util","Utilities shared across this top level project","apache=api=directory"
"org.apache.lucene","lucene-sandbox","Lucene Sandbox","index=lucene=apache"
"com.liferay","com.liferay.journal.api","Liferay Journal API","api"
"com.google.auth","google-auth-library-credentials","Google Auth Library For Java Credentials","authentication=google=library"
"com.netflix.ribbon","ribbon-loadbalancer","ribbon-loadbalancer",""
"org.geotools","gt-referencing","Contains implementations of Coordinate Reference Systems (CRS),conversion and transformation services.","geo"
"com.typesafe.play","filters-helpers_2.11","Filters-Helpers","typesafe=filtering=play-framework"
"com.jfinal","jetty-server","jetty server","server=webserver=jetty"
"com.twelvemonkeys.imageio","imageio-core","TwelveMonkeys :: ImageIO :: Core",""
"org.grails","grails-spring","Grails Web Application Framework","grails=groovy=spring"
"com.datastax.cassandra","cassandra-driver-extras","Extended functionality for the Java driver.","cassandra=database=driver"
"com.storm-enroute","scalameter_2.11","scalameter","benchmark=performance"
"com.fasterxml.jackson.module","jackson-module-paranamer","AnnotationIntrospectors that use Paranamer (http://paranamer.codehaus.org)to introspect names of constructor (and factory method) parameters.","module=json"
"org.json4s","json4s-core_2.11","json4s-core","json"
"org.jasig.cas","cas-server-core-monitor","cas-server-core-monitor","monitor=server"
"org.webjars.npm","commander","WebJar for commander","web=assets"
"io.reactivex","rxandroid","RxAndroid","io=android"
"org.webjars.npm","through2","WebJar for through2","web=assets"
"ru.yandex.qatools.embed","postgresql-embedded","An embedded PostgreSQL...","embedded=database=postgresql"
"com.ibeetl","beetl","java template language",""
"com.github.yamingd.argo","argo-util","util functions","github"
"org.webjars.npm","core-js","WebJar for core-js","web=assets"
"com.bbossgroups","bboss-persistent","bboss is a j2ee framework include aop/ioc,mvc,persistent,taglib,rpc,event ,bean-xml serializable and so on.http://www.bbossgroups.com",""
"com.aoindustries","ao-taglib","Making JSP be what it should have been all along.","taglib"
"com.semanticcms","semanticcms-core-taglib","Java API for modeling web page content and relationships in a JSP environment.","taglib"
"com.sksamuel.avro4s","avro4s-core_2.11","avro4s-core","protocol=serialization=avro"
"org.http4s","http4s-testing_2.12","Instances and laws for testing http4s code","http=testing"
"com.github.julien-truffaut","monocle-macro_2.12","macros","github=macro"
"com.graphql-java","graphql-java","GraphqL Java","graphql=webservice"
"com.microsoft.azure","azure-documentdb","Java SDK for SQL API of Microsoft Azure Cosmos DB","azure"
"com.github.mpilquist","simulacrum_sjs0.6_2.11","core","github"
"org.eclipse.platform","org.eclipse.core.runtime","Core Runtime","eclipse=platform=runtime"
"org.apache.flink","flink-tests_2.11","Flink Tests","testing=apache"
"com.data-artisans","flakka-testkit_2.11","flakka-testkit","data=testing"
"com.vladsch.flexmark","flexmark-ext-tables","flexmark-java extension for tables using | pipes with optional column spans and table caption",""
"org.log4s","log4s_2.12","High-performance SLF4J wrapper for Scala","logging"
"org.scala-sbt","util-logging_2.12","sbt is an interactive build tool","logging=build=build-system=sbt=scala"
"io.crnk","crnk-core","JSON API with Crnk","io"
"com.github.mpilquist","simulacrum_sjs0.6_2.12","core","github"
"com.liferay","com.liferay.dynamic.data.mapping.service","Liferay Dynamic Data Mapping Service","data=mapping=service"
"com.liferay","com.liferay.dynamic.data.mapping.io","Liferay Dynamic Data Mapping IO","data=mapping=io"
"com.typesafe.play","play-guice_2.12","Play-Guice","typesafe=dependency-injection=play-framework"
"co.fs2","fs2-core_2.12","fs2-core",""
"org.mule.tests","mule-tests-unit","Mule Unit Test framework (TCK)","testing"
"com.github.emc-mongoose","mongoose-common","Mongoose is a high-load storage performance testing tool","github"
"com.github.emc-mongoose","mongoose-model","Mongoose is a high-load storage performance testing tool","github=model"
"com.liferay","com.liferay.item.selector.criteria.api","Liferay Item Selector Criteria API","api"
"com.liferay","com.liferay.petra.string","Liferay Petra String",""
"org.mule.services","mule-service-scheduler","Mule Scheduler Service Implementation","service=scheduling"
"org.mule.services","mule-service-http","Grizzly based implementation of the HTTP Service","service=http"
"org.eclipse.dirigible","dirigible-database-derby","Database Derby","eclipse=database"
"org.eclipse.dirigible","dirigible-commons-api","Commons API","eclipse=api"
"com.iheart","ficus_2.12","A Scala-friendly wrapper companion for Typesafe config",""
"com.typesafe.akka","akka-remote_2.12","Akka is a toolkit for building highly concurrent, distributed, and resilient message-driven applications for Java and Scala.","actor=communication=akka=remote=distributed=concurrency=typesafe=remoting"
"io.circe","circe-parser_sjs0.6_2.12","circe parser","io=parser"
"io.circe","circe-core_sjs0.6_2.12","circe core","io=json"
"org.http4s","http4s-blaze-client_2.12","blaze implementation for http4s clients","client=http"
"com.yubico","yubico-validation-client2","Client library written in Java for verifying Yubikey one-time passwords (OTPs) with validation protocol 2.","client=validation"
"org.apereo.cas","cas-server-core-api-audit","cas-server-core-api-audit","server=api"
"org.eclipse.dirigible","dirigible-commons-config","Commons Configurations","eclipse=config"
"org.eclipse.neoscada.core","org.eclipse.scada.da.data","Eclipse SCADA NextGenerationProtocol DA Data (Incubation)","data=eclipse"
"org.bitbucket.pshirshov.izumitk","commons-cdi_2.12","commons-cdi",""
"org.eclipse.neoscada.ide","org.eclipse.scada.configuration.component","Component Model (Incubation)","eclipse=ide=config"
"org.eclipse.ditto","ditto-legal","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","eclipse"
"de.dentrassi.eclipse.neoscada.protocols","org.eclipse.scada.protocol.ngp.common","Eclipse SCADA NextGenerationProtocol Common (Incubation)","protocol=eclipse"
"de.dentrassi.eclipse.neoscada.base","org.eclipse.scada.sec.osgi","Eclipse SCADA Security OSGi (Incubation)","eclipse=osgi"
"de.dentrassi.eclipse.neoscada.hmi","org.eclipse.scada.core.ui.styles","Eclipse SCADA Core UI Styles (Incubation)","eclipse=ui"
"de.dentrassi.eclipse.neoscada.ide","org.eclipse.scada.configuration.globalization.edit","Globalize Edit Support (Incubation)","eclipse=ide=config"
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.da.connection.provider","Eclipse SCADA DA Connection Provider (Incubation)","provider=eclipse=connection"
"de.dentrassi.eclipse.neoscada.utils","org.eclipse.scada.utils.filter","Eclipse SCADA Filter (Incubation)","eclipse=filtering"
"de.dentrassi.eclipse.neoscada.ide","org.eclipse.scada.configuration.lib","Common Configuration Tools (Incubation)","eclipse=ide=library=config"
"org.typelevel","cats-mtl-core_2.12","Cats MTL core",""
"org.apereo.cas","cas-server-support-couchdb-core","cas-server-support-couchdb-core","support=server=couchdb=database"
"de.wayofquality.blended","blended.updater.config_2.12","Configurations for Updater and Launcher","config"
"de.wayofquality.blended","blended.util_2.12","Utility classes to use in other bundles",""
"org.scalatest","scalatest_2.13.0-M5","scalatest","scala=testing"
"asm","asm-analysis","ASM Analysis","bytecode=analysis"
"plexus","plexus","Plexus",""
"jcommon","jcommon","JCommon",""
"jfreechart","jfreechart","JFreeChart","visualization"
"groovy","groovy-all","Groovy: A powerful, dynamic language for the JVM","groovy"
"org.eclipse.mylyn.tasks","core","Mylyn Tasks Core","eclipse"
"org.apache.cxf","cxf-rt-ws-rm","Apache CXF Runtime WS Reliable Messaging","apache"
"org.apache.tuscany.sca","tuscany-data-api","Apache Tuscany SCA Data API","data=apache=api"
"xml-apis","xmlParserAPIs","XmlParserAPIs","xml=api"
"javax.enterprise.concurrent","javax.enterprise.concurrent-api","JSR 236:Concurrency Utilities for Java EE","concurrent=standard=javax=concurrency=api=specs"
"doxia","doxia-sink-api","Doxia Sink API","api"
"de.huxhorn.lilith","de.huxhorn.lilith.data.eventsource","This file is part of Lilith. It contains the EventSource datatype and related classes.","data"
"drools","drools-core","JBoss Rules provides an open source and standards-based business rules engine that enables easy business policy access, change and management. JBoss Rules is a fast and highly efficient rules engine that makes it easy for a business analyst or auditor to view your business rules as encoded in your IT application infrastructure to verify that the encoded rules indeed implement the documented business policies. JBoss Rules also supports a variety of language and decision table inputs, making it easy to ...","rule-engine"
"excalibur-pool","excalibur-pool-impl","Excalibur Pool Implementation","pooling"
"de.huxhorn.sulky","de.huxhorn.sulky.buffers","This file is part of the sulky modules. It contains the definition of buffers, operations on buffers and certain buffer implementations.",""
"exo","exoplatform.services.id-generator.api","ID Generator Service API","service=generator=api"
"commons-attributes","commons-attributes-compiler","An Ant task that will precompile Java source.","compiler"
"com.rometools","rome","All Roads Lead to ROME. ROME is a set of Atom/RSS Java utilities that make iteasy to work in Java with most syndication formats. Today it accepts all flavors of RSS(0.90, 0.91, 0.92, 0.93, 0.94, 1.0 and 2.0), Atom 0.3 and Atom 1.0 feeds. Rome includesa set of parsers and generators for the various flavors of feeds, as well as convertersto convert from one format to another. The parsers can give you back Java objects thatare either specific for the format you want ...","syndication=rss"
"geronimo","geronimo-deploy-config","The deployment module contains basic infrastructure andbase classes for module builders / deployers. This module containsinfrastructure and base classes for JSR-88 DConfigBeans.","deployment=config"
"jboss","jboss-jmx","POM was created from install:install-file","jboss=jmx=management"
"org.ops4j.pax.exam","pax-exam-link-assembly","Link Files to its own content.","assembly"
"ant","ant-launcher","Ant Launcher","ant=launcher"
"com.google.appengine","appengine-tools-sdk","AppEngine Tools SDK","sdk=google=tools=appengine"
"org.apache.camel","camel-jackson","Camel Jackson support","apache=camel"
"org.apache.activemq","activemq-camel","ActiveMQ component for Camel","jms=queue=apache=camel"
"org.apache.tomcat","tomcat-dbcp","Tomcat Database Connection Pooling package","apache=webserver=server=tomcat"
